"Translation Info:
#---------------------------
3299,28,47,"Etdikləri əməllərə görə onlara bir müsibət üz verdikdə: “Ey Rəbbimiz! Kaş ki bizə bir peyğəmbər göndərsəydin, biz də ayələrinə tabe olub möminlərdən olaydıq”– deməsəydilər, (səni peyğəmbər göndərməzdik).",""
3300,28,48,"Tərəfimizdən onlara (Məkkə əhlinə) haqq (Quran və Muhamməd) gəldikdə onlar: “Nə üçün Musaya verilənin bənzəri ona da verilmədi?”– dedilər. Məgər onlar daha öncə Musaya veriləni inkar etməmişdilərmi? Onlar: “Bir-birini dəstəkləyən iki sehr (Tövrat və Quran)!”– demişdilər”. (Həmçinin:) “Biz heç birinə inanmırıq!”– demişdilər.",""
3301,28,49,"De: “Əgər doğru deyirsinizsə, Allah tərəfindən, bu ikisindən (Qurandan və Tövratdan) daha doğru yol göstərən bir kitab gətirin, mən də ona tabe olum!”",""
3302,28,50,"Əgər sənə cavab verməsələr, bil ki, onlar nəfslərinin istəklərinə uymuşlar. Allahdan bir doğru yol göstəricisi gəlməyincə öz nəfsinin istəyinə uyandan daha çox azmış kim ola bilər?! Şübhəsiz ki, Allah zalım qövmü doğru yola yönəltməz.",""
3303,28,51,"Biz Sözü onlara çatdırdıq ki, düşünüb ibrət alsınlar.",""
3304,28,52,"Qurandan əvvəl özlərinə Kitab verdiyimiz kəslər ona iman gətirirlər.",""
3305,28,53,"Onlara (Quran) oxunduğu zaman: “Biz ona iman gətirdik. O, həqiqətən də, Rəbbimizdən olan haqdır. Biz ondan əvvəl də müsəlman idik!”– deyirlər.",""
3306,28,54,"Səbir etdiklərinə görə onlara mükafatları ikiqat veriləcəkdir. Onlar pisliyi yaxşılıqla dəf edir və özlərinə verdiyimiz ruzidən (Allah yolunda) xərcləyirlər.",""
3307,28,55,"Onlar lağlağı eşitdikləri zaman ondan üz çevirib: “Bizim əməllərimiz bizə, sizin əməlləriniz də sizə aiddir. Sizə salam olsun! Biz cahillərə qoşulmaq istəmirik!”– deyirlər.",""
3308,28,56,"Şübhəsiz ki, sən istədiyini doğru yola yönəldə bilməzsən. Amma Allah istədiyini doğru yola yönəldər. O, doğru yolda olanları daha yaxşı tanıyır.",""
3309,28,57,"(Məkkə müşrikləri) dedilər: “Əgər biz səninlə birlikdə doğru yolla getsək, yurdumuzdan qovularıq.” Məgər Biz onları Özümüzdən bir ruzi olaraq hər cür meyvənin gətirildiyi, müqəddəs, təhlükəsiz bir yerdə yerləşdirmədikmi? Lakin onların çoxu (bunu) bilmir.",""
3310,28,58,"Biz xoş güzəranı ilə qürrələnən neçə-neçə məmləkəti məhv etdik. Budur onların yurdları. Onlardan sonra az bir qisim müstəsna olmaqla orada heç kəs sakin olmadı. Onlara Biz varis olduq.",""
3311,28,59,"Rəbbin məmləkətin anasına, özlərinə ayələrimizi oxuyan bir elçi göndərməmiş o məmləkəti məhv etmədi. Biz yalnız əhalisi zalım olan şəhərləri məhv etdik.",""
3312,28,60,"Sizə verilən hər şey ancaq dünya həyatının keçici zövqü və onun bərbəzəyidir. Allah yanında olanlar isə daha xeyirli və daha davamlıdır. Məgər anlamırsınız?",""
3313,28,61,"Məgər verdiyimiz gözəl bir vədə (Cənnətə) qovuşan kimsə, dünya həyatının keçici zövqünü bəxş etdiyimiz, sonra da qiyamət günü (Cəhənnəmə) gətiriləcək kimsə ilə eyni ola bilərmi?",""
3314,28,62,"O gün (Allah) onlara nida edib deyəcəkdir: “İddia etdiyiniz şəriklərim haradadırlar?”",""
3315,28,63,"Barələrində Sözün gerçəkləşəcəyi kimsələr deyəcəklər: “Ey Rəbbimiz! Bunlar bizim azdırdığımız kimsələrdir. Özümüz azdığımız kimi onları da azdırdıq. Biz (onlardan) uzaqlaşıb Sənə üz tuturuq. Doğrusu, onlar bizə ibadət etmirdilər”.",""
3316,28,64,"(Müşriklərə:) “Şəriklərinizi çağırın!”– deyiləcək. (Müşriklər) onları çağıracaq, lakin (şərikləri) onlara cavab verməyəcəklər. Onlar əzabı görəcəklər. Kaş ki onlar doğru yola gəlmiş olsaydılar.",""
3317,28,65,"O gün Allah onlara nida edib: “Elçilərə nə cavab verdiniz?”– deyəcəkdir.",""
3318,28,66,"O gün hüccətləri onlardan gizli qalacaq. Onlar bir-birindən (heç bir şey) soruşa bilməyəcəklər.",""
3319,28,67,"Tövbə edib iman gətirən və saleh əməllər edən kimsəyə gəlincə, ola bilsin ki, o, nicat tapanlardan olsun.",""
3320,28,68,"Rəbbin istədiyini yaradır və (istədiyini də peyğəmbər) seçir. Onların isə seçməyə haqqı yoxdur. Allah pakdır, müqəddəsdir və onların qoşduqları şəriklərdən ucadır.",""
3321,28,69,"Rəbbin onların qəlbinin həm gizli saxladıqlarını, həm də aşkar etdiklərini bilir.",""
3322,28,70,"O, Allahdır. Ondan başqa (ibadətə layiq olan) məbud yoxdur. Dünyada da, Axirətdə də həmd Ona məxsusdur. Hökm Onundur və siz Ona qaytarılacaqsınız.",""
3323,28,71,"De: “Bir deyin görək, əgər Allah gecəni üzərinizdə Qiyamətə qədər uzatsa, Allahdan başqa hansı məbud sizə bir işıq gətirə bilər? Məgər eşitmirsiniz?”",""
3324,28,72,"De: “Bir deyin görək, əgər Allah gündüzü üzərinizdə Qiyamətə qədər uzatsa, Allahdan başqa hansı məbud dincəldiyiniz gecəni sizə gətirə bilər? Məgər görmürsünüz?”",""
3325,28,73,"O, Öz mərhəməti ilə sizin üçün gecəni və (gündüzü) yaratdı ki, gecəni dincələsiniz və gündüzü Onun lütfündən (ruzi) axtarasınız. Bəlkə, şükür edəsiniz.",""
3326,28,74,"O gün (Allah) onlara nida edib: “İddia etdiyiniz şəriklərim haradadırlar?”– deyəcəkdir.",""
3327,28,75,"Biz hər ümmətdən bir şahid çıxardacaq və: “Dəlilinizi gətirin!”– deyəcəyik. Onlar haqqın yalnız Allaha məxsus olduğunu biləcəklər. Uydurduqları bütlər isə onları qoyub gedəcəklər.",""
3328,28,76,"Həqiqətən, Qarun Musanın qövmündən idi. Onlara qarşı azğınlıq etdi. Biz ona elə xəzinələr vermişdik ki, onların açarlarını daşımaq bir dəstə qüvvətli adama ağır gəlirdi. Qövmü ona dedi: “Öyünmə! Həqiqətən, Allah öyünənləri sevməz.",""
3329,28,77,"Allahın sənə verdiyi ilə Axirət yurduna can at. Dünyadakı nəsibini də unutma. Allah sənə yaxşılıq etdiyi kimi, sən də (başqalarına) yaxşılıq et. Yer üzündə fitnə-fəsad törətməyə çalışma. Şübhəsiz ki, Allah fitnə-fəsad törədənləri sevməz”.",""
3330,28,78,"(Qarun) dedi: “Bu mənə ancaq məndə olan elmə görə verilmişdir”. Məgər o, Allahın ondan əvvəlki nəsillərdən, ondan daha qüvvətli və daha çox (var-dövlət) yığan kəsləri məhv etdiyini bilmirdimi? Günahkarlar öz günahları barəsində sorğu-sual olunmaz (üzlərindən tanınarlar).",""
3331,28,79,"(Qarun) öz zinəti içində qövmünün qarşısına çıxdı. Dünya həyatını arzulayanlar dedilər: “Kaş ki, Qaruna verilənin bənzəri bizə də veriləydi! Həqiqətən, o, böyük qismət sahibidir”.",""
3332,28,80,"Elm verilmiş kəslər isə dedilər: “Vay halınıza! İman gətirib saleh əməl edən kimsə üçün Allahın mükafatı daha xeyirlidir. Buna isə yalnız səbir edənlər nail olarlar”.",""
3333,28,81,"Biz onu evi ilə birlikdə yerə batırdıq. Allaha qarşı ona kömək edə biləcək havadarları yox idi. Və özü də özünə kömək edə bilmədi.",""
3334,28,82,"Dünən onun yerində olmağı arzulayanlar: “Vay, demək Allah Öz qullarından istədiyi kəs üçün ruzini artırır da, azaldır da. Əgər Allah bizə lütf etməsəydi, bizi də (yerə) batırardı. Vay, demək kafirlər nicat tapmayacaqlarmış!”– dedilər.",""
3335,28,83,"Biz o Axirət yurdunu yer üzündə təkəbbürlük etmək və fitnə-fəsad törətmək istəməyənlərə nəsib edirik. (Gözəl) aqibət müttəqilərindir.",""
3336,28,84,"Kim Qiyamət günü yaxşı əməllə gəlsə, ona bundan daha yaxşısı verilər. Kim də pis əməllə gəlsə, pis iş görənlərə ancaq etdikləri əməllərin cəzası verilər.",""
3337,28,85,"Quranı sənə (oxumağı, təbliğ etməyi və ona tabe olmağı) vacib buyuran Allah qayıdacağın yerə (Məkkəyə, yaxud Axirət yurduna) səni mütləq qaytaracaqdır. De: “Rəbbim kimin hidayət gətirdiyini və kimin açıq-aydın azğınlıq içində olduğunu yaxşı bilir”.",""
3338,28,86,"Sən (bu) Kitabın sənə nazil olacağına ümid etmirdin. (Bu) ancaq Rəbbindən bir mərhəmətdir. Odur ki, heç vaxt kafirlərə arxa olma!",""
3339,28,87,"Allahın ayələri sənə nazil edildikdən sonra onlar səni əsla bu ayələrdən döndərməsinlər. Sən Rəbbinə dəvət et və müşriklərdən olma!",""
3340,28,88,"Allahla yanaşı başqa bir ilaha dua etmə! Ondan başqa ibadətə layiq olan heç bir ilah yoxdur. Onun Üzündən (Zatından) başqa hər şey məhv olacaq. Hökm Onundur və siz Ona qaytarılacaqsınız.",""
3341,29,1,"Əlif. Ləm. Mim.[1]","[1] Bax. əl-Bəqərə surəsi birinci ayəsinin qeydi."
3342,29,2,"İnsanlar elə güman edirlər ki, təkcə: “İman gətirdik!”– demələri ilə onlardan əl çəkiləcək və onlar imtahan edilməyəcəklər?",""
3343,29,3,"Biz onlardan öncəkiləri də sınaqdan keçirmişdik. Sözsüz ki, Allah doğru danışanları da, yalançıları da aşkara çıxardacaqdır.",""
3344,29,4,"Yoxsa pis əməllər edənlər canlarını Bizdən qurtara biləcəklərinimi zənn edirlər? Onların verdikləri hökm necə də pisdir.",""
3345,29,5,"Kim Allahla qarşılaşmağa ümid edirsə, (bilsin ki,) Allahın təyin etdiyi o vaxt mütləq gələcək. O, Eşidəndir, Biləndir.",""
3346,29,6,"Kim də (Allah yolunda və ya nəfsi ilə) cihad edərsə, o ancaq özü üçün cihad etmiş olar (faydası özünə qayıdar). Allah aləmlərə (məxluqata) möhtac deyildir.",""
3347,29,7,"İman gətirib saleh əməllər edənlərin, əlbəttə ki, günahlarını bağışlayarıq və onları etdikləri əməllərdən daha üstün olanı ilə mükafatlandırarıq.",""
3348,29,8,"Biz insana valideynləri ilə gözəl davranmağı buyurduq. Əgər onlar bilmədiyin bir şeyi Mənə şərik qoşmağa səni məcbur etsələr, onlara tabe olma. Dönüşünüz Mənə olacaq, Mən də etdikləriniz barədə sizə xəbər verəcəyəm.",""
3349,29,9,"İman gətirib saleh əməllər edənləri əməlisalehlərə qovuşduracağıq.",""
3350,29,10,"İnsanlar arasında: “Allaha iman gətirdik!”– deyənləri də var. Amma Allah yolunda əziyyətə məruz qaldıqda insanların fitnəsini Allahın əzabı kimi qəbul edərlər. Əgər Rəbbindən bir zəfər gəlmiş olsa, mütləq: “Biz də sizinlə idik!”– deyərlər. Məgər Allah hər kəsin qəlbindəkiləri ən yaxşı bilən deyilmi?",""
3351,29,11,"Allah, iman gətirənləri də bilir, münafiqləri də bilir.",""
3352,29,12,"Kafirlər möminlərə: “Bizim yolumuzla gedin ki, günahlarınızı öz üzərimizə götürək”– deyirlər. Halbuki onların heç biri heç kimin günahını öz üzərinə götürən deyildir. Şübhəsiz ki, onlar yalançıdırlar.",""
3353,29,13,"Onlar həm öz (günah) yüklərini və həm də onlarla yanaşı, neçə-neçə yükü də daşıyacaqlar. Qiyamət günü onlar uydurduqları şeylər barəsində mütləq sorğu-suala çəkiləcəklər.",""
3354,29,14,"Biz Nuhu öz qövmünə (peyğəmbər) göndərdik. O, min ildən əlli il az bir müddət ərzində onların arasında qaldı. Tufan onları zülm etdikləri zaman yaxaladı.",""
3355,29,15,"Biz onu və gəmidə olanları qurtardıq və bunu aləmlərə ibrət etdik.",""
3356,29,16,"İbrahimi də (xatırla)! Bir zaman o öz qövmünə demişdi: “Allaha ibadət edin və Ondan qorxun! Bu sizin üçün daha xeyirlidir, kaş ki bilsəydiniz”.",""
3357,29,17,"Siz Allahı qoyub ancaq bütlərə ibadət edir və yalan uydurursunuz. Şübhəsiz ki, Allahdan başqa ibadət etdikləriniz sizə ruzi verməyə qadir deyillər. Elə isə ruzini Allahdan diləyin, Ona ibadət edin və Ona şükür edin. Siz Ona qaytarılacaqsınız”.",""
3358,29,18,"Əgər (onu) yalançı hesab etsəniz, (bilin ki,) sizdən əvvəlki ümmətlər də öz peyğəmbərlərini yalançı saymışdılar. Peyğəmbərin vəzifəsi yalnız (dini) açıq-aşkar təbliğ etməkdir.",""
3359,29,19,"Məgər onlar Allahın məxluqatı əvvəlcə necə yaratdığını, sonra da onları yenidən yaradacağını görmürlər? Həqiqətən, bu, Allah üçün asandır.",""
3360,29,20,"De: “Yer üzünü gəzib dolaşın və (Allahın) məxluqatı ilk dəfə necə yaratdığına baxın. Sonra Allah axirət həyatını yaradacaqdır. Allah hər şeyə qadirdir.",""
3361,29,21,"O, istədiyinə əzab verər, istədiyinə də rəhm edər. Siz Ona qaytarılacaqsınız.",""
3362,29,22,"Siz nə yerdə, nə də göydə (Allahı) aciz buraxa bilməyəcəksiniz. Allahdan başqa sizin nə bir himayədarınız, nə də bir yardımçınız olacaqdır”.",""
3363,29,23,"Allahın ayələrini və Onunla qarşılaşacaqlarını inkar edənlər Mənim mərhəmətimdən ümidlərini kəsənlərdir. Onlar üçün ağrılı-acılı bir əzab vardır.",""
3364,29,24,"Qövmünün cavabı isə ancaq: “Ya onu öldürün, ya da yandırın!”– demələri oldu. Lakin Allah onu oddan qorudu. Şübhəsiz ki, bunda iman gətirən bir qövm üçün ibrətlər vardır.",""
3365,29,25,"(İbrahim) dedi: “Siz dünyada aranızda olan məhəbbətə görə Allahı qoyub bütləri ilah qəbul etdiniz. Sonra isə Qiyamət günü bir-birinizi inkar edib lənətləyəcəksiniz. Gedəcəyiniz yer də Oddur. Sizə yardım edən kimsələr də tapılmayacaqdır!"".",""
3366,29,26,"Lut ona iman gətirdi. İbrahim dedi: “Mən Rəbbimə (əmr etdiyi Şam diyarına) hicrət edirəm. Həqiqətən, O, Qüdrətlidir, Hikmət sahibidir.”",""
3367,29,27,"Biz ona İshaqı və Yəqubu bağışladıq. Onun nəslinə peyğəmbərlik və Kitab bəxş etdik. Dünyada onun mükafatını verdik. Şübhəsiz ki, o, axirətdə əməlisalehlərdən olacaqdır!",""
3368,29,28,"Lutu da (xatırla)! Bir zaman o öz qövmünə belə demişdi: “Doğrudanmı siz özünüzdən öncə heç kimsənin etmədiyi iyrənc bir iş edirsiniz?",""
3369,29,29,"Doğrudanmı, siz (şəhvətlə) kişilərə yaxınlaşır, (müsafirlərin namusuna toxunmaq məqsədi ilə) yol kəsir və məclislərinizdə (bir-birinizlə) murdar işlər görürsünüz?” Qövmünün cavabı isə ancaq: “Əgər doğru danışanlardansansa, bizə Allahın əzabını gətir!”– demələri oldu.",""
3370,29,30,"(Lut) dedi: “Ey Rəbbim! Fitnə-fəsad törədən qövmə qarşı mənə kömək et!”",""
3371,29,31,"Elçilərimiz İbrahimə müjdə ilə gəldikdə: “Biz bu məmləkətin əhlini məhv edəcəyik. Həqiqətən, oranın sakinləri zalımlardır”– dedilər.",""
3372,29,32,"(İbrahim) dedi: “Orada Lut da var!” Onlar dedilər: “Biz orada kimin olduğunu yaxşı bilirik. Biz onu da, onun ailəsini də mütləq xilas edəcəyik. Yalnız arvadından başqa. O, geridə qalanlardan olacaq”.",""
3373,29,33,"Elçilərimiz Lutun yanına gəldikdə o, onlara görə kədərləndi və ürəyi sıxıldı. Onlar dedilər: “Qorxma və kədərlənmə! Biz səni və sənin ailəni xilas edəcəyik. Yalnız arvadından başqa. O, geridə qalanlardan olacaq.",""
3374,29,34,"Biz günah əməllər törətdiklərinə görə bu məmləkət əhlinin üstünə göydən əzab endirəcəyik”.",""
3375,29,35,"Həqiqətən, Biz düşünən bir qövm üçün o məmləkətdən açıq-aydın bir əlamət saxladıq.",""
3376,29,36,"Mədyənə də qardaşları Şueybi (göndərdik). O dedi: “Ey qövmüm! Allaha ibadət edin, Axirət gününə ümid bəsləyin və yer üzündə fəsad yayaraq pis işlər görməyin”.",""
3377,29,37,"Onlar isə onu yalançı saydılar. Buna görə də onları (qorxunc səsli bir) titrəyiş bürüdü və onlar öz evlərində üzüqoylu düşüb qaldılar.",""
3378,29,38,"Ad və Səmud (qövmünü də məhv etdik). Bu, onların məskənlərindən sizə bəllidir. Şeytan onlara etdikləri əməlləri gözəl göstərib onları haqq yoldan çıxartdı. Halbuki onlar bəsirət sahibi idilər.",""
3379,29,39,"Qarunu, Fironu və Hamanı da (məhv etdik). Həqiqətən, Musa onlara aydın dəlillər gətirdi. Onlar isə yer üzündə təkəbbürlük etdilər və (sonda əzabımızdan) qaça bilmədilər.",""
3380,29,40,"Biz hər birini öz günahına görə yaxaladıq. Onlardan kimisinin üstünə (qasırğa ilə birgə) daşlar göndərdik, kimisini qorxunc səs yaxaladı, kimisini yerə batırdıq, kimisini də (suya) qərq etdik. Allah onlara zülm etmirdi, lakin onlar özləri özlərinə zülm edirdilər.",""
3381,29,41,"Allahdan başqasını özlərinə dost tutanların məsəli özünə ev qurmuş hörümçəyin məsəlinə bənzəyir. Evlərin ən zəifi isə, əlbəttə ki, hörümçəyin evidir. Kaş ki, biləydilər!",""
3382,29,42,"Həqiqətən Allah onların Ondan başqa nəyə dua etdiklərini bilir. O, Qüdrətlidir, Hikmət sahibidir.",""
3383,29,43,"Biz insanlar üçün belə məsəllər çəkirik. Bunları isə yalnız (həqiqəti) dərk edən kimsələr anlayarlar.",""
3384,29,44,"Allah göyləri və yeri haqq olaraq yaratdı. Həqiqətən, bunda möminlər üçün bir ibrət vardır.",""
3385,29,45,"Kitabdan sənə vəhy olunanları oxu və namaz qıl. Həqiqətən, namaz (insanı) çirkin və pis işlərdən çəkindirir. Allahı zikr etmək daha əzəmətlidir. Allah nə etdiklərinizi bilir.",""
3386,29,46,"İçərilərindən zülm edənlər müstəsna olmaqla Kitab əhli ilə gözəl tərzdə mücadilə edin və (belə) deyin: “Biz həm özümüzə nazil olana, həm də sizə nazil olana iman gətirdik. Bizim də ilahımız, sizin də ilahınız birdir. Biz yalnız Ona təslim olanlarıq”.",""
3387,29,47,"Biz beləcə, (bu müqəddəs) Kitabı sənə nazil etdik. Kitab verdiyimiz kimsələr də ona iman gətirirlər. Onların arasında (Məkkə əhlindən) Ona (Qurana) iman gətirənlər vardır. Bizim ayələrimizi ancaq kafirlər inkar edərlər.",""
3388,29,48,"Sən bundan əvvəl nə bir kitab oxuya bilir, nə də onu sağ əlinlə yaza bilirdin. Belə olsaydı, batilə uyanlar şübhəyə düşərdilər.",""
3389,29,49,"Əksinə, bu (Quran) elm verilmiş kəslərin sinələrində olan açıq-aydın ayələrdir. Ayələrimizi ancaq zalımlar inkar edərlər.",""
3390,29,50,"Onlar dedilər: “Bəs nə üçün Rəbbindən ona ayələr nazil edilmədi?” De: “Ayələr Allah yanındadır. Mən isə ancaq açıq-aydın xəbərdarlıq edənəm”.",""
3391,29,51,"Məgər onlara oxunan Kitabı sənə nazil etməyimiz onlar üçün kifayət deyilmi?! Həqiqətən, bunda iman gətirən bir qövm üçün mərhəmət və ibrət var.",""
3392,29,52,"De: “Mənimlə sizin aranızda Allahın şahid olması yetər. O, göylərdə və yerdə olanları bilir. Batilə inanıb Allaha küfr edənlər – məhz onlar ziyana uğrayanlardır”.",""
3393,29,53,"Onlar səndən əzabın tez gəlməsini istəyirlər. Əgər əvvəlcədən müəyyən etdiyimiz bir vaxt olmasaydı, əzab onlara gələrdi. O (əzab) onlara qəflətən, özləri də hiss etmədən gələcəkdir.",""
3394,29,54,"Onlar səndən əzabın tez gəlməsini istəyirlər. Şübhəsiz ki, Cəhənnəm kafirləri bürüyəcəkdir.",""
3395,29,55,"O gün əzab onları başlarının üstündən və ayaqlarının altından əhatə edəcək və (Allah onlara): “Etdiyiniz əməllərin cəzasını dadın!”– deyəcəkdir.",""
3396,29,56,"Ey mömin qullarım! Şübhəsiz ki, Mənim bu yerim genişdir. Elə isə yalnız Mənə ibadət edin.",""
3397,29,57,"Hər bir nəfs ölümü dadacaqdır. Sonra da Bizə qaytarılacaqsınız.",""
3398,29,58,"İman gətirib saleh əməllər edənləri (ağacları və qəsrləri) altından çaylar axan Cənnətdəki otaqlarda yerləşdirəcəyik. Onlar orada əbədi olaraq qalacaqlar. (Yaxşı) əməl sahiblərinin mükafatı necə də gözəldir!",""
3399,29,59,"Onlar, səbir edən və yalnız Rəbbinə təvəkkül edən kimsələrdir.",""
3400,29,60,"Neçə-neçə canlı var ki, ruzisini (əldə edə) daşıya bilmir. Onların da, sizin də ruzinizi Allah verir. O, Eşidəndir, Biləndir.",""
3401,29,61,"Əgər onlardan: “Göyləri və yeri yaradan, günəşi və ayı ram edən kimdir?”– deyə soruşsan, onlar mütləq: “Allahdır!”– deyəcəklər. Onlar necə də (haqdan) döndərilirlər!",""
3402,29,62,"Allah Öz qullarından istədiyinin ruzisini bol edər, (istədiyininkini də) azaldar. Şübhəsiz ki, Allah hər şeyi biləndir.",""
3403,29,63,"Əgər onlardan: “Göydən su endirib onunla yeri öldükdən sonra canlandıran kimdir?”– deyə soruşsan, onlar mütləq: “Allahdır!”– deyəcəklər. De: “Həmd, Allaha məxsusdur!” Lakin onların əksəriyyəti (bunu) başa düşmür.",""
3404,29,64,"Bu dünya həyatı əyləncə və oyundan başqa bir şey deyildir. Axirət yurdu isə əbədi həyatdır. Kaş ki, biləydilər!",""
3405,29,65,"Onlar gəmiyə mindikləri zaman, dini yalnız Allaha məxsus edərək, Ona (ixlasla) dua edərlər. Allah onları xilas edib quruya çıxaran kimi, yenə də (Ona) şərik qoşurlar.",""
3406,29,66,"(Bu ona görədir ki,) Bizim onlara verdiyimiz nemətlərə nankorluq etsinlər və (hələlik) əylənsinlər. Tezliklə biləcəklər.",""
3407,29,67,"Məgər onlar, ətraflarındakı insanlar yaxalandıqları halda, (Məkkəni) onlar üçün müqəddəs, təhlükəsiz bir yer etdiyimizi görmürlərmi? Onlar batilə inanıb Allahın nemətini inkarmı edirlər?",""
3408,29,68,"Allaha qarşı yalan uyduran və yaxud özünə haqq gəldikdə onu yalan sayan kəsdən daha zalım kim ola bilər? Cəhənnəmdə kafirlər üçün yermi yoxdur?",""
3409,29,69,"Uğrumuzda cihad edənləri mütləq Öz yolumuza yönəldəcəyik. Şübhəsiz ki, Allah muhsinlərlə birgədir.",""
3410,30,1,"Əlif. Ləm. Mim.[1]","[1] Bax. əl-Bəqərə surəsi birinci ayəsinin qeydi."
3411,30,2,"Rumlular məğlub edildilər;",""
3412,30,3,"ən aşağı (və ya Ərəblərın yaşadığı yaxın) bir yerdə. Lakin onlar öz məğlubiyyətlərindən sonra qələbə çalacaqlar;",""
3413,30,4,"bir neçə il ərzində. Əvvəl də, sonra da hökm Allahındır. O gün möminlər sevinəcəklər;",""
3414,30,5,"Allahın zəfəri ilə. O, istədiyinə yardım edir. O, Qüdrətlidir, Rəhmlidir.",""
3415,30,6,"Bu, Allahın vədidir. Allah Öz vədinə xilaf çıxmaz. Lakin insanların əksəriyyəti bunu bilmir.",""
3416,30,7,"Onlar dünya həyatının zahirini bilirlər, axirətdən isə qafildirlər.",""
3417,30,8,"Məgər onlar öz nəfslərində Allahın göyləri, yeri və onların arasındakıları haqq olaraq və müəyyən müddətə qədər yaratdığını düşünmürlərmi? Lakin, insanların çoxu Rəbbi ilə qarşılaşacağını inkar edir.",""
3418,30,9,"Məgər onlar yer üzündə gəzib dolaşaraq özlərindən öncəkilərin aqibətinin necə olduğunu görmədilərmi? Onlar bunlardan da güclü idilər. Onlar torpağı şumlayır, yer üzünü bunlardan daha çox abadlaşdırmışdılar. Elçiləri onlara açıq-aydın dəlillər gətirdilər. Onlara Allaha zülm etmirdi. Onlar özləri özlərinə zülm edirdilər.",""
3419,30,10,"Sonra isə Allahın ayələrini yalan sayıb onlara istehza etməklə pislik göstərənlərin aqibəti lap yaman oldu.",""
3420,30,11,"Allah məxluqatı əvvəlcə (yoxdan) yaradır, (öldürdükdən) sonra onu (yenidən) dirildir. Sonra isə siz Ona qaytarılacaqsınız.",""
3421,30,12,"Qiyamət saatının gələcəyi gün günahkarlar (Allahın rəhmətindən) ümidlərini itirəcəklər.",""
3422,30,13,"(Allaha qoşduqları) şəriklərindən onlar üçün şəfaətçilər olmayacaq. (Allaha qoşduqları) şəriklər onları inkar edəcəklər.",""
3423,30,14,"Qiyamət saatının gələcəyi gün (mömin və kafir olmaqla iki firqəyə) ayrılacaqlar.",""
3424,30,15,"İman gətirib saleh əməllər edənlərə gəlincə isə, onlar Cənnət bağçalarında sevinc içində olacaqlar.",""
3425,30,16,"Amma kafir olub ayələrimizi və axirətə qovuşacaqlarını yalan sayanlara gəlincə, onlar əzaba düçar ediləcəklər.",""
3426,30,17,"Odur ki, siz axşama yetişəndə və səhərə çıxanda Allahın şəninə tərif söyləyin.",""
3427,30,18,"Göylərdə və yerdə həmd Ona məxsusdur. Axşam çağında da, günortaya yetişəndə də (Onun şəninə təriflər deyin!)",""
3428,30,19,"O, ölüdən diri, diridən də ölü çıxardır; yeri ölümündən sonra dirildir. Siz də (qəbirlərinizdən) belə (dirildilib) çıxardılacaqsınız.",""
3429,30,20,"(Allahın) sizi torpaqdan xəlq etməsi, Onun dəlillərindəndir. Sonra da siz bir bəşər olaraq (yer üzünə) yayıldınız.",""
3430,30,21,"Ünsiyyətdə rahatlıq tapasınız deyə, sizin üçün özünüzdən zövcələr yaratması, aranıza məhəbbət və mərhəmət salması da Onun dəlillərindəndir. Həqiqətən, bunda düşünən bir qövm üçün dəlillər vardır.",""
3431,30,22,"Göylərin və yerin yaradılışı, dillərinizin və rənglərinizin müxtəlifliyi də Onun dəlillərindəndir. Həqiqətən, bunda bilənlər üçün dəlillər vardır!",""
3432,30,23,"Gecə və gündüz yatıb dincəlməyiniz, Onun lütfünü (ruzi) axtarmağınız da Onun dəlillərindəndir. Həqiqətən, bunda eşidən bir qövm üçün dəlillər vardır.",""
3433,30,24,"Həm qorxu, həm də ümid vermək üçün ildırımı sizə göstərməsi, göydən su endirib yeri ölümündən sonra onunla diriltməsi də Onun dəlillərindəndir. Həqiqətən, bunda başa düşən bir qövm üçün dəlillər vardır.",""
3434,30,25,"Göyün və yerin Onun əmri ilə öz yerlərində (sabit) qalması da Onun dəlillərindəndir. Sonra da sizi bir dəfə çağıran kimi (mələyin sura bir dəfə üfürməsi ilə) dərhal qəbirlərinizdən qalxıb çıxacaqsınız.",""
3435,30,26,"Göylərdə və yerdə kim varsa, Ona məxsusdur. Hamısı Ona boyun əyər!",""
3436,30,27,"Məxluqatı ilk dəfə (yoxdan) yaradan, öldükdən sonra təkrar dirildən Odur. Bu da Onun üçün çox asandır. Göylərdə və yerdə olan ən uca sifətlər Ona məxsusdur. O, Qüdrətlidir, Hikmət sahibidir.",""
3437,30,28,"Allah sizə özünüzdən bir məsəl çəkdi; sahib olduğunuz kölələr içərisində sizə verdiyimiz nemətlərdə sizinlə bərabər eyni hüquqa malik olan, özünüzdən çəkindiyiniz kimi, onlardan da çəkindiyiniz şərikləriniz varmı? Biz ayələri düşünən bir qövm üçün belə müfəssəl izah edirik.",""
3438,30,29,"Lakin zülm edənlər heç bir elmə əsaslanmadan nəfslərinin istəklərinə uydular. Allahın zəlalətə saldıqlarını kim doğru yola yönəldə bilər? Onlara yardım edənlər də olmaz.",""
3439,30,30,"Sən batildən haqqa tapınaraq üzünü Allahın fitri olaraq insanlara verdiyi dinə (İslama) tərəf tut. Allahın yaratdığını heç cür dəyişdirmək olmaz. Doğru din budur, lakin insanların çoxu bunu bilməz.",""
3440,30,31,"Tövbə edərək Ona üz tutun, Ondan qorxun, namaz qılın və şərik qoşanlardan olmayın!",""
