"Translation Info:
#---------------------------
1760,14,10,"บรรดาเราะซูลของพวกเขาได้กล่าวว่า ""มีการสงสัยในอัลลอฮ์ พระผู้ซึ่งทรงสร้างชั้นฟ้าทั้งหลายและแผ่นดินกระนั้นหรือ? พระองค์ทรงเรียกร้องพวกเจ้าเพื่อทรงยกโทษในความผิดของพวกเจ้า และทรงหน่วงเวลาพวกเจ้า จนกระทั่งถึงวาระที่ถูกกำหนดไว้"" พวกเขากล่าวว่า ""พวกเจ้ามิใช่อื่นใดนอกจากเป็นปุถุชนเยี่ยงเรา พวกเจ้าประสงค์ที่จะกีดกันพวกเราจากสิ่งที่บรรพบุรุษของพวกเราเคยเคารพบูชา ดังนั้นพวกเจ้าจงนำหลักฐานอันชัดแจ้งมาแสดงให้พวกเราซิ""",""
1761,14,11,"บรรดาเราะซูลของพวกเขากล่าวแก่พวกเขาว่า ""พวกเรามิใช่อื่นใด นอกจากเป็นปุถุชนเยี่ยงพวกเจ้า แต่ทว่าอัลลอฮ์ทรงโปรดปรานผู้ที่พระองค์ทรงประสงค์ จากปวงบ่าวของพระองค์ ไม่บังควรแก่เราที่จะนำหลักฐานมาแสดงแก่พวกเจ้า เว้นแต่โดยอนุมัติของอัลลอฮ์เท่านั้น และแด่อัลลอฮ์เท่านั้น บรรดามุอ์มินพึงมอบความไว้วางใจเถิด""",""
1762,14,12,"""แล้วเหตุใดเราจึงไม่มอบหมายต่ออัลลอฮ์ ทั้งๆ ที่พระองค์ทรงชี้แนะเราไปสู่หนทางที่ดีให้แก่เรา? และแน่นอนเราจะอดทนต่ออันตรายใด ๆ ที่พวกเจ้าได้ก่อให้แก่เรา และต่ออัลลอฮ์เท่านั้น บรรดาผู้ที่มอบหมายทั้งหลายควรที่มอบหมาย""",""
1763,14,13,"และบรรดาผู้ปฏิเสธศรัทธาได้กล่าวแก่บรรดาเราะซูลของพวกเขาว่า ""แน่นอนเราจะขับพวกเจ้าออกจากแผ่นดินของเรา หรือไม่พวกเจ้าก็จะต้องกลับคืนสู่ศาสนาของเรา"" ดังนั้น พระผู้อภิบาลของพวกเขาทรงประทานวะห์ยูให้แก่พวกเขาว่า ""แน่นอน เราจะทำลายบรรดาผู้อธรรมทั้งหลาย""",""
1764,14,14,"""และแน่นอน เราจะให้พวกเจ้า (โอ้ บรรดาเราะซูล) ได้พำนักในแผ่นดินหลังจากพวกเขา นั่นสำหรับผู้ที่กลัวต่อความยิ่งใหญ่ของข้า และกลัวต่อสัญญาการลงโทษของฉัน""",""
1765,14,15,"และพวกเขา (บรรดาเราะซูล) ขอต่อพระองค์ให้ได้รับชัยชนะ และให้ผู้หยิ่งผยองที่ดื้อด้านทุกคนประสบความล้มเหลว",""
1766,14,16,"จากเบื้องหน้าของเขาคือนรกญาฮันนัม และเขาจะได้ดื่มจากน้ำหนอง",""
1767,14,17,"เขาฝืนกลืนมัน แต่แทบไม่สามารถกลืนมันลงได้ และความตายมาหาเขาจากทุกด้าน โดยที่เขาก็ไม่ตาย และสิ่งที่จะตามหลังเขาคือการลงโทษที่รุนแรง",""
1768,14,18,"อุปมาของบรรดาผู้ปฏิเสธศรัทธาต่อพระผู้อภิบาลของพวกเขา การงานของพวกเขาเปรียบเสมือนขี้เถ้าที่ถูกลมพายุพัดกระจัดกระจายในวันที่มีลมแรงจัด พวกเขาไม่สามารถควบคุมสิ่งที่พวกเขาได้ขวนขวายไว้ได้เลย นั่นคือความหลงผิดที่ไกลลิบ",""
1769,14,19,"เจ้าไม่เห็นหรอกหรือว่าอัลลอฮ์ทรงสร้างชั้นฟ้าทั้งหลายและแผ่นดินด้วยความจริง? หากพระองค์ทรงประสงค์ พระองค์จะทรงทำลายพวกเจ้าอย่างแน่นอน (เพราะการปฏิเสธศรัทธาของพวกเจ้า) และจะทรงนำมาซึ่งกลุ่มใหม่ (ที่เคารพสักการะพระองค์)",""
1770,14,20,"และในการนั้น มิใช่เป็นการยากแก่อัลลอฮ์เลย",""
1771,14,21,"และพวกเขาได้ออกมาพร้อมกันต่อหน้าอัลลอฮ์ พวก (ผู้ตาม) ที่ถูกข่มเหงกล่าวกับพวกพวก(ผู้นำ)ที่หยิ่งผยองว่า ""พวกเราเป็นผู้ตามพวกท่าน พวกท่านจะช่วยพวกเราให้พ้นจากการลงโทษของอัลลอฮ์ได้สักอย่างไหม?"" พวก (ผู้นำ) กล่าวว่า ""หากอัลลอฮ์ทรงชี้นำพวกเรา พวกเราก็คงจะชี้นำพวกท่านไปแล้ว (บัดนี้) เราอยู่ในสถานะที่เหมือนกัน ไม่ว่าเราจะกลุ้มใจบ่นหรืออดทนก็ตาม เราก็ไม่มีทางรอดพ้นไปได้ (จากการลงโทษนั้น)""",""
1772,14,22,"และชัยฏอนได้กล่าวเมื่อการงานได้ถูกตัดสินไปแล้วว่า ""แท้จริงอัลลอฮ์ได้ทรงสัญญากับพวกเจ้าซึ่งเป็นสัญญาแห่งความจริง และฉันก็ได้สัญญากับพวกเจ้าแล้วเช่นกัน ฉันได้บิดพริ้วพวกเจ้า ฉันไม่มีอำนาจใดๆ เหนือพวกเจ้า นอกจากฉันได้เรียกร้องพวกเจ้า แล้วพวกเจ้าก็ตอบสนองฉัน ดังนั้นพวกเจ้าอย่าได้ประณามฉัน แต่ทว่าจงประณามตัวพวกเจ้าเอง ฉันไม่อาจร้องทุกข์แทนพวกเจ้าได้ และพวกเจ้าก็ไม่อาจร้องทุกข์แทนฉัน (จากการลงโทษของอัลลอฮ์) ได้เช่นกัน แท้จริงฉันได้ปฏิเสธต่อสิ่งที่พวกเจ้าตั้งฉันให้เป็นภาคี (กับอัลลอฮ์) แต่ก่อนนี้ แท้จริงบรรดาผู้อธรรมนั้น สำหรับพวกเขาคือการลงโทษอย่างเจ็บปวด",""
1773,14,23,"และบรรดาผู้ศรัทธาและประกอบการดีทั้งหลาย ถูกนำให้เข้าสรวงสวรรค์ที่มากหลาย มีลำน้ำหลายสายไหลผ่านเบื้องล่าง โดยพำนักอยู่ในนั้นตลอดกาลด้วยอนุมัติของพระผู้อภิบาลของพวกเขา คำทักทายของพวกเขาในนั้นคือศานติ",""
1774,14,24,"เจ้าไม่เห็นหรอกหรือว่า อัลลอฮ์ทรงยกอุทาหรณ์ไว้ว่า อุปมาคำพูดที่ดีประหนึ่งต้นไม้ที่ดี รากของมันฝังแน่นลึกมั่นคง และกิ่งก้านของมันชูขึ้นไปในท้องฟ้า",""
1775,14,25,"ผลของมันจะออกมาทุกกาลเวลา โดยอนุมัติของพระผู้อภิบาลของมัน และอัลลอฮ์ทรงยกอุทาหรณ์แก่ปวงมนุษย์ เพื่อพวกเขาจะได้รำลึก",""
1776,14,26,"และอุปมาของถ้อยคำอันชั่วนั้น เปรียบเสมือนต้นไม้ที่ไม่ดี ซึ่งถูกถอนรากขึ้นจากผิวดิน โดยไม่มีความมั่นคงใด ๆ เลย",""
1777,14,27,"อัลลอฮ์ทรงตั้งหลักให้แก่บรรดาผู้ศรัทธาด้วยพระดำรัสที่มั่นคง ในการมีชีวิตอยู่ทั้งในโลกดุนยานี้ และในโลกหน้า และอัลลอฮ์ทรงให้บรรดาผู้อธรรมหลงทาง และอัลลอฮ์ทรงกระทำสิ่งที่พระองค์ทรงประสงค์",""
1778,14,28,"เจ้าไม่เห็นหรอกหรือ บรรดาผู้เปลี่ยนความโปรดปรานของอัลลอฮ์ เป็นการปฏิเสธศรัทธาและได้นำกลุ่มชนของพวกเขาลงสู่ที่พำนักอันหายนะ",""
1779,14,29,"นรกญะฮันนัมที่มีเปลวไฟร้อนจัดของมัน และมันเป็นที่พำนักอันชั่วช้า",""
1780,14,30,"และพวกเขาได้ตั้งภาคีคู่เคียงกับอัลลอฮ์ เพื่อให้พวกเขาหลงจากทางของพระองค์ จงกล่าวเถิด (โอ้ มุฮัมหมัด) พวกเจ้าจงร่าเริงกันเถิด เพราะแท้จริงทางกลับของพวกเจ้าย่อมไปสู่ไฟนรก",""
1781,14,31,"จงกล่าวแก่ปวงบ่าวผู้ศรัทธาของข้าเถิด ให้พวกเขาดำรงการละหมาด และบริจาคสิ่งที่เราได้ให้เป็นปัจจัยยังชีพแก่พวกเขา ทั้งอย่างปกปิด และอย่างเปิดเผย ก่อนที่วันหนึ่งจะมาถึงซึ่งไม่มีการซื้อขายในวันนั้นและไม่มีการเป็นมิตร",""
1782,14,32,"อัลลอฮ์ผู้ทรงสร้างชั้นฟ้าทั้งหลายและแผ่นดิน และทรงให้น้ำลงมาจากชั้นฟ้า และทรงให้พืชผลงอกเงยออกมาด้วยมัน เพื่อเป็นปัจจัยยังชีพแก่พวกเจ้า และทรงให้เรือเดินสมุทรมีความสะดวกแก่พวกเจ้า เพื่อใช้แล่นตามน่านน้ำโดยพระบัญชาของพระองค์ และทรงให้ลำน้ำทั้งหลายเป็นประโยชน์แก่พวกเจ้า",""
1783,14,33,"และพระองค์ทรงให้ดวงอาทิตย์และดวงจันทร์ เป็นประโยชน์แก่พวกเจ้า โดยโคจรเป็นปกติ และทรงให้กลางคืนและกลางวันเป็นประโยชน์แก่พวกเจ้า",""
1784,14,34,"และพระองค์ทรงประทานแก่พวกเจ้าทุกสิ่งที่พวกเจ้าขอต่อพระองค์ และหากพวกเจ้าจะนับความโปรดปรานของอัลลอฮ์แล้ว พวกเจ้าก็ไม่อาจจะคำนวณมันได้ แท้จริงมนุษย์นั้นอธรรมยิ่ง เนรคุณยิ่ง",""
1785,14,35,"และจงรำลึกเถิดว่า อิบรอฮีมได้กล่าว ""โอ้พระผู้อภิบาลของฉัน ขอพระองค์ทรงให้เมืองนี้ (มักกะฮ์) ปลอดภัย และทรงให้ฉัน และลูกหลานของฉันพ้นจากการบูชาเจว็ด""",""
1786,14,36,"โอ้พระผู้อภิบาลของฉัน แท้จริงพวกมันได้ทำให้มนุษย์ส่วนใหญ่หลงทาง ดังนั้นผู้ใดปฏิบัติตามฉัน แท้จริงเขาเป็นพวกของฉัน และผู้ใดฝ่าฝืนฉัน แท้จริงพระองค์เป็นผู้ทรงอภัย ผู้ทรงปรานีเสมอ",""
1787,14,37,"โอ้พระผู้อภิบาลของเรา แท้จริงฉันได้ให้ลูกหลานของฉันพำนักอยู่ ณ ที่ราบลุ่มนี้โดยไม่มีพืชผลใดๆ ซึ่งอยู่ใกล้บ้านอันเป็นเขตหวงห้ามของพระองค์ (บัยตุลลอฮ์) โอ้พระผู้อภิบาลของเรา เพื่อให้พวกเขาดำรงการละหมาด ขอพระองค์ทรงให้จิตใจจากปวงมนุษย์ มุ่งไปยังพวกเขา และทรงประทานปัจจัยยังชีพที่เป็นพืชผลแก่พวกเขา เพื่อว่าพวกเขาจะขอบคุณ",""
1788,14,38,"โอ้พระผู้อภิบาลของเรา แท้จริงพระองค์ทรงรอบรู้สิ่งที่เราปิดบังและสิ่งที่เราเปิดเผย ไม่มีสิ่งใดจะซ่อนเร้นจากอัลลอฮ์ ทั้งในแผ่นดินและในชั้นฟ้า",""
1789,14,39,"มวลการสรรเสริญที่สมบูรณ์ยิ่งทั้งหลายเป็นสิทธิของอัลลอฮ์ ผู้ได้ประทานอิสมาอีล และอิสฮากแก่ฉัน ขณะที่ฉันอยู่ในวัยชรา แท้จริงพระเจ้าของฉัน เป็นผู้ทรงได้ยินการวิงวอนอย่างแน่นอน",""
1790,14,40,"โอ้พระผู้อภิบาลของฉัน ขอพระองค์ทรงให้ฉัน และจากลูกหลานของฉันเป็นผู้ดำรงการละหมาด โอ้พระผู้อภิบาลของเรา ขอพระองค์ทรงตอบรับการวิงวอนของฉันด้วยเถิด",""
1791,14,41,"โอ้พระผู้อภิบาลของเรา ขอพระองค์ทรงอภัยโทษให้แก่ฉัน และแก่บิดามารดาของฉัน และแก่บรรดามุอ์มินทั้งหลาย ในวันแห่งการชำระจะมีขึ้น",""
1792,14,42,"และเจ้าอย่าคิดว่าอัลลอฮ์จะทรงละเลยต่อสิ่งที่พวกอธรรมได้กระทำกัน แท้จริงพระองค์ทรงประวิงเวลาให้พวกเขาจวบจนวันซึ่งสายตาจ้องมองอย่างไม่กระพริบในวันนั้น",""
1793,14,43,"พวกเขาเดินยืดคอลุกลน ตะลึงด้วยความอัปยศอดสู นัยน์ตาของพวกเขาไม่กะพริบ และหัวใจของพวกเขาก็ว่างเปล่า (สิ้นหวัง)",""
1794,14,44,"และจงเตือนมนุษย์ถึงวันที่การลงโทษจะมาหาพวกเขา บรรดาผู้อธรรมจะกล่าวว่า ""โอ้พระผู้อภิบาลของเรา โปรดประวิงเวลาแก่เราจนถึงกำหนดอันใกล้นี้ เพื่อเราจะได้สนองตอบการเชิญชวนของพระองค์ และเราจะปฏิบัติตามบรรดาเราะซูล"" แต่ก่อนนี้พวกเจ้ามิได้สาบานหรอกหรือว่า พวกเจ้านั้นจะไม่สูญสลาย",""
1795,14,45,"และพวกเจ้าได้พำนักอยู่ในสถานที่ของบรรดาผู้อธรรมแก่ตัวของพวกเขาเอง และเป็นที่ประจักษ์แจ้งแก่พวกเจ้าแล้วว่า เราได้กระทำแก่พวกเขาอย่างไร และเราได้ยกอุทาหรณ์แก่พวกเจ้าแล้ว",""
1796,14,46,"และแน่นอนพวกเขาได้วางแผนของพวกเขา และแผนของพวกเขาอยู่ที่อัลลอฮ์ ถึงแม้ว่าแผนของพวกเขาจะทำให้ภูเขาเคลื่อนย้ายไปก็ตาม",""
1797,14,47,"และแท้จริงเจ้าอย่าคิดเลยว่า อัลลอฮ์จะทรงเป็นผู้ผิดสัญญากับบรรดาเราะซูลของพระองค์ แท้จริงอัลลอฮ์นั้นเป็นผู้ทรงเดชานุภาพ ผู้ทรงตอบโต้อย่างเด็ดขาด",""
1798,14,48,"วันซึ่งแผ่นดินจะถูกเปลี่ยนเป็นอื่นจากแผ่นดินนี้ และชั้นฟ้าทั้งหลาย (ก็เช่นเดียวกัน) พวกเขาจะปรากฎตัวต่อหน้าอัลลอฮ์ ผู้ทรงเอกะ ผู้ทรงพิชิต",""
1799,14,49,"และวันนั้นเจ้าจะเห็นบรรดาคนบาปทั้งหลายถูกล่ามตรึงไว้ด้วยโซ่",""
1800,14,50,"เครื่องนุ่งห่มของพวกเขาทำด้วยน้ำมันยาง และไฟจะคลุมท่วมใบหน้าของพวกเขา",""
1801,14,51,"เพื่ออัลลอฮ์จะได้ทรงตอบแทนทุกชีวิตตามที่ได้ขวนขวายไว้ แท้จริงอัลลอฮ์นั้นทรงฉับพลันในการชำระ",""
1802,14,52,"นี่คือการประกาศแก่ปวงมนุษย์ เพื่อพวกเขาจะถูกเตือนด้วยมัน และเพื่อพวกเขาจะได้รู้ว่า แท้จริงพระองค์คือพระเจ้าผู้ทรงเอกะ และเพื่อบรรดาผู้มีสติปัญญาจะได้รำลึก",""
1803,15,1,"อะลีฟ ลาม รออ์ [1] เหล่านี้คือบรรดาโองการแห่งคัมภีร์ และเป็นกุรอานอันชัดแจ้ง","[1] ดูเชิงอรรถ อายะฮ์ที่ 1 ซูเราะฮ์อัลบะเกาะเราะฮ์"
1804,15,2,"บรรดาผู้ปฏิเสธศรัทธาหวังกันว่า หากพวกเขาได้เป็นมุสลิม",""
1805,15,3,"เจ้าจงปล่อยพวกเขาให้กินและให้เพลิดเพลิน และให้ความเพ้อฝันล่อพวกเขา แล้วอีกในไม่ช้า พวกเขาก็จะได้รู้",""
1806,15,4,"และเราไม่ได้ทำลายเมืองใด นอกจากว่ามันได้มีกําหนดอันเป็นที่รู้กันแล้ว",""
1807,15,5,"ไม่มีประชาชาติใดจะเร่งกําหนดการลงโทษของมันได้ และไม่อาจจะร่นให้ล่าช้าได้",""
1808,15,6,"และพวกเขากล่าวว่า ""โอ้ ผู้ซึ่งได้รับข้อตักเตือนที่ถูกประทานลงมา! แท้จริงเจ้าเป็นคนบ้าอย่างแน่นอน""",""
1809,15,7,"""เหตุใดเจ้าไม่นำมะลาอิกะฮ์มายังพวกเรา หากเจ้าอยู่ในหมู่ผู้สัตย์จริง""",""
1810,15,8,"เราจะไม่ส่งมลาอิกะฮ์ลงมา เว้นแต่ด้วยวิธีการอันสมควรเท่านั้น และ(เมื่อวันนั้น) พวกเขาก็จะไม่ได้รับการผ่อนปรนอีกต่อไป",""
1811,15,9,"แท้จริงเราเป็นผู้ประทานข้อตักเตือน (อัลกุรอาน) ลงมา และแท้จริงเราเป็นผู้รักษามันอย่างแน่นอน",""
1812,15,10,"และโดยแน่นอน ก่อนหน้าเจ้านั้นเราได้ส่ง (บรรดาเราะซูล) มาในหมู่คณะต่างๆ เมื่อครั้งสมัยก่อนๆ",""
1813,15,11,"และไม่มีเราะซูลท่านใดมายังพวกเขา เว้นแต่พวกเขาเหล่านั้นจะเย้ยหยันต่อเขา",""
1814,15,12,"เช่นเดียวกันนั้น เราก็ได้ใส่ความรู้สึกเช่นนี้เข้าไปในหัวใจของเหล่าคนชั่วทั้งหลาย",""
1815,15,13,"พวกเขาไม่ศรัทธาในอัลกุรอาน และแน่นอนแบบอย่างของคนรุ่นก่อนๆ ได้ล่วงลับไปแล้ว",""
1816,15,14,"และหากเราเปิดประตูแห่งฟากฟ้าให้แก่พวกเขา ดังนั้นพวกเขาก็จะยังคงขึ้นไปต่อเรื่อยๆ",""
1817,15,15,"แน่นอนพวกเขาจะ (ปฏิเสธคำพูดที่แท้จริง) โดยกล่าวว่า: ""แท้จริงสายตาของพวกเราถูกปิดกั้น ไม่แต่เพียงเท่านั้น พวกเราเป็นกลุ่มชนที่ถูกมนต์สะกด (โดยมุฮัมหมัด)""",""
1818,15,16,"และโดยแน่นอน เราให้มีกลุ่มดาวบนท้องฟ้า และเราได้ประดับมันให้สวยงามแก่บรรดาผู้มอง",""
1819,15,17,"และเราได้ปกป้อง (กิจการ) แห่งชั้นฟ้าจากชัยฏอนทุกตัวที่ถูกสาปแช่ง",""
1820,15,18,"ยกเว้นชัยฏอนที่แอบฟัง แล้วมันก็ถูกตามล่า (ด้วยการขว้างก้อนหิน) ไฟที่ลุกไหม้ซึ่งมองเห็นได้ชัดเจน",""
1821,15,19,"และแผ่นดินนั้นเราได้แผ่มันออกไป และเราได้ทำให้มีเทือกเขาเป็นที่ยึดอย่างมั่นคง และเราได้ให้ทุกสิ่งงอกเงยอย่างสมดุล",""
1822,15,20,"และในแผ่นดินนั้นเราได้ทำให้มีเครื่องยังชีพแก่พวกเจ้า และแก่ผู้ที่พวกเจ้ามิได้เป็นผู้ให้ริซกีแก่เขา",""
1823,15,21,"และไม่มีสิ่งใดเว้นแต่ ณ ที่เรานั้น คือ คลังของมัน และเราจะไม่ให้มันลงมานอกจากตามอัตราที่ได้ถูกกำหนดไว้แล้ว",""
1824,15,22,"และเราได้ส่งลมมาอุ้มน้ำเป็นก้อนเมฆ และได้ส่งน้ำลงมาจากฟากฟ้า เพื่อให้พวกเจ้าดื่มมัน และไม่ใช่พวกเจ้าที่สามารถกักเก็บน้ำนั้นไว้ได้",""
1825,15,23,"และโดยแน่นอน เราเป็นผู้ให้ชีวิตและผู้ให้ตาย และเราเป็นผู้คงอยู่ (แต่เพียงผู้เดียว เป็นผู้ครอบครองทุกสิ่ง)",""
1826,15,24,"และโดยแน่นอน เรารู้กลุ่มชนรุ่นก่อนพวกเจ้า และโดยแน่นอนเรารู้กลุ่มชนรุ่นหลัง",""
1827,15,25,"และแท้จริง พระผู้อภิบาลของเจ้าคือผู้จะทรงชุมนุมพวกเขา แท้จริงพระองค์เป็นผู้ทรงปรีชาญาณผู้ทรงรอบรู้",""
1828,15,26,"และแท้จริงเราได้สร้างมนุษย์จากดินเหนียวแห้ง ซึ่งมาจากดินดำที่เปลี่ยนสีและกลิ่น",""
1829,15,27,"และญินนั้น เราได้สร้างมันมาก่อน(อาดัม) จากไฟของลมร้อนแรง",""
1830,15,28,"และจงรำลึกถึงขณะที่พระผู้อภิบาลของเจ้าตรัสกับมลาอิกะฮ์ว่า “แท้จริงข้าต้องการสร้างมนุษย์จากดินเหนียวแห้ง ซึ่งมาจากดินสีดำที่เปลี่ยนสีและกลิ่น""",""
1831,15,29,"""ดังนั้น เมื่อข้าได้ทำให้มันมีรูปร่างที่สมบูรณ์และได้เป่าวิญญาณจากข้าเข้าไปในตัวของเขาแล้ว ดังนั้น พวกเจ้าจงก้มกราบสุญูดต่อเขา""",""
1832,15,30,"ดังนั้น บรรดามลาอิกะฮ์ทั้งหมดได้ก้มลงสุญูด",""
1833,15,31,"เว้นแต่อิบลีส มันปฏิเสธที่จะอยู่ร่วมกับบรรดาผู้ที่ก้มลงสุญูด",""
1834,15,32,"อัลลอฮ์ตรัสว่า ""โอ้อิบลีส เกิดอะไรขึ้นกับเจ้า ทำไมเจ้าจึงไม่อยู่ร่วมกับบรรดาผู้สุญูด""",""
1835,15,33,"อิบลีสตอบว่า ""ไม่สมควรสำหรับฉันที่จะสุญูดต่อมนุษย์ที่พระองค์ทรงสร้างจากดินเหนียวแห้ง ซึ่งมาจากดินดำที่เปลี่ยนสีและกลิ่น""",""
1836,15,34,"อัลลอฮ์ตรัสว่า ""ถ้าเป็นเช่นนั้น เจ้าจงออกไปจากที่นี่ แท้จริงเจ้าเป็นผู้ถูกขับไล่""",""
1837,15,35,"""และแท้จริง คำสาปแช่งจะอยู่กับเจ้าจนถึงวันพิพากษา""",""
1838,15,36,"อิบลีสกล่าวว่า ""โอ้พระผู้อภิบาลของฉัน! (หากเป็นเช่นนั้น) โปรดประวิงเวลาให้แก่ฉันจนถึงวันฟื้นคืนชีพด้วยเถิด""",""
1839,15,37,"อัลลอฮ์ตรัสว่า ""ดังนั้น (ด้วยคำร้องขอของเจ้า) แท้จริงเจ้าเป็นหนึ่งในหมู่ผู้ที่ได้รับการประวิงเวลาไว้""",""
1840,15,38,"""จนถึงวันแห่งเวลาที่ถูกกำหนดไว้""",""
1841,15,39,"อิบลีสกล่าวว่า “โอ้พระผู้อภิบาลของฉัน! ด้วยการที่พระองค์ทรงทำให้ฉันหลงทาง แน่นอนฉันจะทำให้ (ความชั่วร้ายทุกรูปแบบ) เป็นที่หลงใหลสำหรับพวกเขาในโลกนี้ และแน่นอนฉันจะทำให้พวกเขาทุกคนหลงทาง""",""
1842,15,40,"""เว้นแต่ปวงบ่าวของพระองค์ที่ได้รับการเลือกสรรไว้ในหมู่พวกเขา""",""
1843,15,41,"อัลลอฮ์ตรัสว่า ""นี่คือเส้นทาง (กลับคืน) สู่ข้าที่เที่ยงตรง""",""
1844,15,42,"""แท้จริงปวงบ่าวของข้า เจ้าจะไม่มีอำนาจใดๆ เหนือพวกเขา เว้นแต่ผู้ที่เชื่อฟังเจ้าในหมู่ผู้หลงผิดเท่านั้น""",""
1845,15,43,"""และแท้จริงนรกญะฮันนัม แน่นอนมันคือที่สัญญาของพวกเขาทั้งหมด""",""
1846,15,44,"""มันมีเจ็ดประตู สำหรับทุกประตูนั้น มีส่วนของมันที่ถูกจัดไว้แล้ว (สำหรับบรรดาผู้หลงทางทั้งหลาย)""",""
1847,15,45,"แท้จริงบรรดาผู้ยำเกรง จะอยู่ในสรวงสวรรค์ซึ่งมีน้ำพุพุ่งออกมาในนั้น",""
1848,15,46,"(มีการต้อนรับพวกเขา ด้วยการกล่าวว่า:) ""พวกท่านจงเข้าไปในสวรรค์ด้วยความศานติและความสงบสุขเถิด""",""
1849,15,47,"และเราได้ขจัดความขุ่นแค้นที่มีอยู่ในหัวอกของพวกเขา จนพวกเขากลายเป็นพี่น้องกัน โดยพวกเขาหันหน้าเข้าหากันบนบัลลังก์ของพวกเขา",""
1850,15,48,"พวกเขาจะไม่ถูกสัมผัสด้วยความยากลำบากใด ๆ ในสวรรค์แห่งนั้น และพวกเขาจะไม่มีวันถูกขับไล่ออกจากที่นั้น",""
1851,15,49,"จงแจ้งแก่ปวงบ่าวของข้าเถิด (โอ้ มุฮัมหมัด) ว่า ""แท้จริงข้าคือผู้ทรงอภัย ผู้ทรงเมตตาเสมอ""",""
1852,15,50,"และแท้จริงการลงโทษของข้านั้น เป็นการลงโทษที่เจ็บปวด",""
1853,15,51,"และจงแจ้งพวกเขาให้ทราบถึงบรรดาแขกของอิบรอฮีม",""
1854,15,52,"เมื่อพวกเขาเข้าไปหาเขา (อิบรอฮีม) แล้วทักทายว่า ""ความสันติสุขจงมีแด่ท่าน!"" เขากล่าวว่า ""แท้จริงเรากลัวพวกท่าน""",""
1855,15,53,"พวกเขากล่าวว่า ""เจ้าอย่าได้กลัวเลย แท้จริงเรามาแจ้งข่าวดีให้แก่เจ้า เกี่ยวกับเด็กคนหนึ่งที่มีความรู้""",""
1856,15,54,"เขากล่าวว่า ""พวกเจ้าได้แจ้งข่าวดีแก่ฉัน ทั้งที่ความชราภาพได้ประสบแก่ฉันแล้วกระนั้นหรือ?"" แล้วด้วยวิธีการใดหรือ ที่พวกเจ้ามาแจ้งข่าวดีนี้แก่ฉัน?""",""
1857,15,55,"พวกเขากล่าวว่า ""เราขอแจ้งข่าวดีแก่เจ้าด้วยความจริง ดังนั้นเจ้าจงอย่าอยู่ในหมู่ผู้สิ้นหวัง""",""
1858,15,56,"เขา (อิบรอฮีม) กล่าวว่า ""และไม่มีผู้ใดสิ้นหวังในความเมตตาของพระผู้อภิบาลของเขา นอกจากบรรดาผู้ที่หลงผิดเท่านั้น""",""
1859,15,57,"(อิบรอฮีม) กล่าวว่า: ""แล้วพวกท่านมีธุระอะไรหรือ โอ้ บรรดาทูตทั้งหลาย?""",""
1860,15,58,"พวกเขาตอบว่า ""แท้จริง เราถูกส่งมาเพื่อไปยังกลุ่มชนผู้กระทำผิด""",""
1861,15,59,"""นอกจากครอบครัวของลูฏ (และผู้ติดตามเขา) แท้จริงเราจะเป็นผู้ช่วยพวกเขาให้รอดทั้งหมด""",""
1862,15,60,"""ยกเว้นภรรยาของเขา เราได้ตัดสินแล้ว (ตามการตัดสินใจของอัลลอฮ์) แท้จริงนางจะอยู่ในหมู่ผู้ที่เหลืออยู่ (ที่จะถูกทำลาย)""",""
1863,15,61,"ครั้นเมื่อบรรดาทูตได้มายังครอบครัวของลูฏ",""
1864,15,62,"เขา (ลูฏ) กล่าวว่า ""แท้จริงพวกเจ้าเป็นกลุ่มชนที่ไม่คุ้นหน้า""",""
1865,15,63,"พวกเขากล่าวว่า ""ที่จริงแล้ว ที่พวกเรามาหาเจ้า ก็ด้วยเรื่องที่พวกเขาสงสัยกันอยู่""",""
1866,15,64,"""และเรามาหาท่านด้วยเรื่องจริง และแท้จริงเราเป็นผู้ซื่อสัตย์อย่างแน่นอน""",""
1867,15,65,"""ดังนั้น เจ้าจงเดินทางไปกับครอบครัวของเจ้า ในช่วงเวลากลางคืน และจงตามหลังพวกเขา และอย่าให้ผู้ใดในหมู่พวกเจ้าหันหลัง และจงเดินต่อไปตามที่พวกเจ้าถูกบัญชา""",""
1868,15,66,"และเราได้แจ้งแก่เขาถึงเรื่องนี้ว่า พวกเขาจะถูกทำลายจนสิ้นสุดที่คนสุดท้ายของพวกเขาในยามรุ่งสาง",""
1869,15,67,"และชาวเมืองได้มาหาอย่างดีใจ",""
1870,15,68,"เขา (ลูฎ) กล่าวว่า ""แท้จริง เขาเหล่านั้นคือแขกของฉัน ดังนั้น พวกเจ้าอย่าทำให้ฉันอับอายเลย""",""
1871,15,69,"""และจงยำเกรงอัลลอฮ์เถิด และอย่าทำให้ฉันได้รับความละอายเลย""",""
1872,15,70,"พวกเขากล่าวว่า ""และเรามิได้ห้ามเจ้าเกี่ยวกับการต้อนรับแขกหรอกหรือ?",""
1873,15,71,"ลูฏกล่าวว่า ""เขาเหล่านี้คือลูกสาวของฉันหากพวกเจ้าจำเป็นต้องกระทำ""",""
1874,15,72,"ด้วยวัยของเจ้า (โอ้ มุฮัมหมัด) แท้จริงพวกเขาอยู่ในอาการมึนเมา และเดินเตร่ไปอย่างตาบอด",""
